_id,151a
ge566923,Reichenbach im Vogtland (Německo)
ge566955,Ypsilon Golf Resort Liberec (golfové hřiště : Česko)
ge566992,Eibau (Německo)
ge567026,Königswartha (Německo)
ge567027,Kašubsko (Polsko)
ge567037,Gelu (Rumunsko)
ge567039,Kikinda (Srbsko)
ge567351,"Blato (Pátek, Nymburk, Česko)"
xx0114749,"Těšín (Železnice, Česko)"
ge567495,"Poruba (Orlová, Česko)"
ge567496,Trojan (Bulharsko)
ge567572,Pasynki (Polsko)
ge567573,Pasynki (Polsko : oblast)
ge567601,"Xing No. 14 (Gannan, Čína)"
ge567741,Zdraŭneva (Bělorusko)
ge567744,Zenica (Bosna a Hercegovina)
ge567843,Zlatibor (Srbsko : pohoří)
ge567846,Zlatibor (Srbsko : pohoří : oblast)
ge567853,Záhorská Ves (Slovensko)
ge567885,Ząbkowice Śląskie (Polsko)
xx0114940,Mariánské Radčice (Česko)
xx0114977,Záriečie (Slovensko)
xx0114981,Sklavochorio (Řecko)
ge568145,Otaki (Nový Zéland)
ge568259,Brjansk (Rusko)
ge568262,"Čakovice (Praha, Česko : oblast)"
ge568306,"Orlov (Příbram, Česko)"
ge568356,Ráby (Česko)
ge568361,Ostřetín (Česko)
xx0115114,"Týnec (Břeclav, Česko)"
xx0115120,Sardhana (Indie)
xx0115132,Národní přírodní rezervace Kamenná Baba (Slovensko)
ge568477,Kazanlăk (Bulharsko : oblast)
ge568519,Malá Zubovščina (Ukrajina)
xx0115147,Národní přírodní rezervace Šarišský hradný vrch (Slovensko)
ge568531,Połaniec (Polsko)
xx0115148,Chemnitz (Německo : oblast)
xx0115151,Městská památková rezervace Kutná Hora (Česko)
ge568561,Čašniki (Bělorusko)
ge568562,Čašniki (Bělorusko : oblast)
ge568574,Bijeljina (Bosna a Hercegovina)
ge568575,Čengić (Bosna a Hercegovina)
xx0115173,Rosenthal-Bielatal (Německo)
ge568582,"Klementice (Kamenná, Třebíč, Česko)"
ge568595,Džódpúr (Indie : knížectví)
xx0115178,Letovice (Česko : vodní nádrž)
xx0115183,Křetín (Česko : oblast)
xx0115185,"Křížový vrch (Šluknov, Česko)"
xx0115192,"Marienberg (Sasko, Německo)"
xx0115199,Dřevohostice (Česko : oblast)
xx0115206,Napa Valley (Kalifornie)
xx0115207,Polomka (Slovensko)
xx0115217,Dobkovice (Česko)
ge568717,Karačajevsko-Čerkesko (Rusko)
ge568750,Środa Wielkopolska (Polsko)
ge568757,Kurgan (Rusko)
ge568758,Kurgan (Rusko : oblast)
ge568759,Šadrinsk (Rusko)
xx0115320,Sabina (Itálie)
ge568943,Škabrijel (Slovinsko : hora)
ge568950,Škofja Loka (Slovinsko)
ge568956,Šuja (Rusko)
xx0115335,"Janov (Děčín, Česko : oblast)"
ge568960,Šuja (Rusko : oblast)
ge568968,Hvížďalka (Česko : rybník)
xx0115339,Maďarsko západní
ge568974,"Plzeňská ulice (Klatovy, Česko)"
ge568978,Luanda (Angola)
ge568979,"Nábřeží Kpt. Nálepky (Klatovy, Česko)"
ge568980,Luanda (Angola : oblast)
xx0115341,Afrika severozápadní
xx0115358,Alanya (Turecko)
ge569042,Trakai (Litva)
xx0115379,Albuquerque (Nové Mexiko)
xx0115387,"Zborov (Bardejov, Slovensko)"
xx0115392,"Aiguillon (Lot-et-Garonne, Francie)"
xx0115394,Chamigny (Francie)
ge569098,Meiningen (Německo)
ge569149,Fiuggi (Itálie)
xx0115452,Olepino (Rusko)
ge569349,Morávka (Česko : oblast)
ge569366,Metuje (Česko : řeka : povodí)
ge569367,Metuje (Česko : řeka : horní tok)
xx0115471,Almada (Portugalsko)
xx0115487,Almería (Španělsko : provincie)
ge569467,Škloŭ (Bělorusko)
ge569468,Škloŭ (Bělorusko : oblast)
ge569471,Žlobin (Bělorusko)
ge569473,Žlobin (Bělorusko : oblast)
xx0115506,Přírodní rezervace Amálino údolí (Česko)
ge569501,Llandaff (Wales)
xx0115516,Andros (Řecko : ostrov)
xx0115517,Antequera (Španělsko)
xx0115541,"Stari Grad (Hvar, Chorvatsko)"
xx0115556,Antiparos (Řecko : ostrov)
xx0115569,Appalačská stezka
ge569700,Sun City (Kalifornie)
ge569857,Morávka (Česko : řeka : oblast)
ge569858,Morávka (Česko : řeka)
xx0115655,Naučná stezka Ralsko (Česko)
xx0115656,"Horní Sedlo (Hrádek nad Nisou, Česko)"
xx0115657,Jonsdorf (Německo)
xx0115658,Anstruther (Skotsko)
xx0115665,Bachčisaraj (Ukrajina)
ge569893,Beli Lom (Bulharsko : řeka)
ge569894,Beli Lom (Bulharsko : řeka : oblast)
ge569895,Senovo (Bulharsko : oblast)
ge569896,Senovo (Bulharsko)
ge569949,Rüsselsheim (Německo)
ge569950,"Charvátská Nová Ves (Břeclav, Česko)"
ge569951,"Kočvary (Lochovice, Česko)"
xx0115690,Banská Štiavnica (Slovensko : oblast)
xx0115702,Barbora (Česko : vodní nádrž)
xx0115720,Chołojów (Ukrajina)
xx0115734,Štvrtok na Ostrove (Slovensko)
xx0115738,Benidorm (Španělsko)
xx0115767,Zohor (Slovensko)
xx0115792,"Spravedlnost (Lužické hory, Česko : hora)"
xx0115794,Blanes (Španělsko)
xx0115797,"Blatno (Louny, Česko)"
ge570332,Buda-Kašalëva (Bělorusko)
ge570342,Kleck (Bělorusko)
ge570343,Kleck (Bělorusko : oblast)
ge570344,Kličaŭ (Bělorusko)
ge570346,Kličaŭ (Bělorusko : oblast)
ge570347,Kołobrzeg (Polsko : oblast)
ge570348,Kolomyja (Ukrajina)
ge570432,"Vřesina (Opava, Česko : oblast)"
ge570440,Rudky (Ukrajina)
ge570441,Komarno (Ukrajina)
ge570444,Konjuchy (Ukrajina)
ge570446,Kostinbrod (Bulharsko)
ge570453,Krasnapolle (Bělorusko)
ge570454,Krasnapolle (Bělorusko : oblast)
ge570539,Trăn (Bulharsko : oblast)
ge570541,Trăn (Bulharsko)
ge570591,Berwick upon Tweed (Anglie)
ge570803,Mayotte
ge570812,Fudži (Japonsko : hora)
ge570862,Kulpin (Srbsko)
ge570866,Kurov (Slovensko)
ge570868,Kuzneck (Rusko)
ge570871,Ladomirová (Slovensko)
ge570875,Lipeck (Rusko)
ge570880,Kemerovo (Rusko)
ge570884,Kimry (Rusko)
ge570886,Kjustendil (Bulharsko : oblast)
ge570887,"Kleparz (Krakov, Polsko)"
ge570890,Ljachavičy (Bělorusko)
ge570891,Klimavičy (Bělorusko)
ge570892,Ljachavičy (Bělorusko : oblast)
ge570895,Ljubuški (Bosna a Hercegovina)
ge570896,Klis (Chorvatsko)
ge570900,Kacorlak (Maďarsko)
ge570902,Kobylin (Polsko)
ge570921,Kolodjažne (Ukrajina)
ge571005,Híjar (Španělsko)
ge571010,Gabia la Grande (Španělsko)
ge571013,Gabia la Chica (Španělsko)
ge571044,"Lipovec (Blansko, Česko)"
ge571047,"Lipovec (Chrudim, Česko)"
ge571103,Rockford (Illinois)
ge571104,Paring (Rumunsko : pohoří)
ge571161,"Chrášťany (Hulín, Kroměříž, Česko)"
ge571169,Řepiště (Česko)
ge571171,Konavle (Chorvatsko)
ge571175,"Bělá u Pecky (Pecka, Česko : oblast)"
ge571178,"Benátky nad Jizerou I (Benátky nad Jizerou, Česko)"
ge571183,Krupki (Bělorusko : oblast)
ge571185,Kumanovo (Makedonie : oblast)
ge571186,"Benátky nad Jizerou II (Benátky nad Jizerou, Česko)"
ge571189,"Benátky nad Jizerou III (Benátky nad Jizerou, Česko)"
ge571205,Kruty (Ukrajina)
ge571212,"Ol‘gino (Leningradská oblast, Rusko)"
ge571213,"Lachta (Petrohrad, Rusko)"
ge571221,"Lefortovo (Moskva, Rusko)"
ge571222,Lepel‘ (Bělorusko : oblast)
ge571225,Krajnici (Bulharsko)
xx0116090,Iserlohn (Německo)
xx0116097,Jánošíkove diery (Slovensko)
xx0116098,"Malý Rozsutec (Malá Fatra, Slovensko : hora)"
xx0116099,"Velký Rozsutec (Malá Fatra, Slovensko : hora)"
xx0116100,Národní přírodní rezervace Rozsutec (Slovensko)
xx0116101,Národní park Malá Fatra (Slovensko)
xx0116105,Hamm (Německo)
ge571294,Chŏlla-bukto (Korea : provincie)
xx0116108,Freudenstadt (Německo)
xx0116110,Petrovice (Slovensko)
xx0116111,Bergen-Belsen (Německo)
xx0116115,Ólafsvík (Island)
ge571329,"Všeteč (Všemyslice, Česko)"
ge571330,Lacu Rosu (Rumunsko : jezero)
ge571331,Tarcăului (Rumunsko)
xx0116117,Werneck (Německo)
xx0116118,Polling (Německo)
ge571404,Mazyr (Bělorusko)
ge571405,Kapské Město (Jihoafrická republika : oblast)
ge571524,Šid (Srbsko)
xx0116216,Bad Kohlgrub (Německo)
xx0116226,"Jakuszyce (Szklarska Poręba, Polsko)"
xx0116230,Flegrejská pole (Itálie)
ge571666,"Nučice (Praha-západ, Česko)"
xx0116231,"Weinfurtner (Arnbruck, Německo)"
xx0116241,Aragac (Arménie)
xx0116243,Avellino (Itálie : provincie)
ge571759,Duklja (Černá Hora: archeologická lokalita)
ge571790,Lepel‘ (Bělorusko)
xx0116257,"Blučina (Brno-venkov, Česko)"
ge571798,Kumanovo (Makedonie)
ge571800,Krupki (Bělorusko)
ge571842,Tlmače (Slovensko)
ge571843,"Svatá Kateřina (Chudenín, Česko)"
ge571844,"Poseč (Otročín, Karlovy Vary, Česko)"
ge571847,"Čepinec (Žinkovy, Česko)"
ge571849,"Darmyšl (Staré Sedlo, Tachov, Česko)"
ge571850,Plzeň-Žatec (Česko : železniční trať)
ge571851,Rejštejn (Česko : oblast)
ge571854,"Klostermannův vrch (Šumava, Česko)"
ge571859,"Borek (Plzeň, Česko : zaniklá obec)"
ge571865,"Lopatárna (Plzeň, Česko)"
ge571870,"Málkov (Přimda, Česko : oblast)"
ge571874,Apolena (Česko : zaniklá obec)
ge571878,"Zámeček (Černošín, Česko)"
ge571895,Česká severozápadní dráha (Česko : zaniklá železniční trať)
ge571900,Pražsko-Duchcovská uhelná dráha (Česko : zaniklá železniční trať)
ge571903,"Hrad (Radeč, Brdy, Česko : vrch)"
xx0116306,Bohumín-Chałupky (železniční trať)
ge571973,"Sơn Dương (Lâm-Thao, Vietnam)"
xx0116332,Ctiněves (Česko)
xx0116339,"Borotice (Příbram, Česko)"
ge572116,Délos (Řecko : ostrov)
ge572156,Saint-Nicolas-de-Port (Francie)
ge572158,Přírodní rezervace Podkovák (Česko)
ge572160,Naučná stezka Podkovák (Česko)
ge572369,Radkova Lhota (Česko)
ge572375,Radkovy (Česko)
xx0116439,Positano (Itálie)
xx0116440,Viechtach (Německo)
xx0116441,Jurjev-Polski (Rusko)
xx0116442,Kantábrie (Španělsko)
ge572423,Polanica Zdrój (Polsko)
ge572424,Novara (Itálie)
xx0116443,Ptýrov (Česko)
xx0116444,Arnstadt (Německo)
xx0116452,Sankt Georgen im Attergau (Rakousko)
ge572498,Národní park Kilimandžáro (Tanzanie)
ge572553,Vauvenargues (Francie)
ge572558,Māmallapuram (Indie)
ge572630,Přírodní památka Údolí Javorky (Česko)
ge572631,"Starkoč (Studnice, Náchod, Česko)"
ge572632,"Nerošov (Nechanice, Hradec Králové, Česko)"
ge572633,"Proruby (Brzice, Česko)"
ge572634,"Litohrady (Rychnov nad Kněžnou, Česko)"
ge572635,"Bakov (Studnice, Náchod, Česko)"
ge572717,"Times Square (New York, New York)"
ge572749,Damanhur (Itálie)
ge572756,Gloucester (Massachusetts)
ge572776,Turín (Itálie : oblast)
ge572870,Mezen‘ (Rusko)
ge572964,Stachy (Česko : oblast)
ge572967,"Podlesí (Stachy, Česko)"
ge572971,"Malinová hora (Český les, Česko)"
ge572973,"Radvanice (Přerov, Česko)"
ge573285,Gherla (Rumunsko)
ge573286,Sokolovský hnědouhelný revír (Česko)
xx0116748,"Blažim (Louny, Česko)"
xx0116751,"Císařský (Šluknov, Česko)"
xx0116754,"Altenberg (Sasko, Německo)"
xx0116759,"Albrechtice (Most, Česko : zaniklá obec)"
xx0116907,Bratislavský kraj (Slovensko)
ge573812,Nadějkovská rodinná stezka (Česko)
ge573813,Naučná stezka Nadějkovsko (Česko)
ge573815,Nadějkov (Česko : oblast)
ge573832,Lubaczów (Polsko)
ge573837,"Lubin (Západopomořanské vojvodství, Polsko)"
ge573838,"Lubin (Dolnoslezské vojvodství, Polsko)"
ge573944,Stolin (Bělorusko)
ge573945,Stolin (Bělorusko : oblast)
ge574168,Reston (Virginie)
ge574169,Charleville-Mézières (Francie)
ge574170,Saint-Rémy-de-Provence (Francie)
ge574171,Wiener Neustadt (Rakousko)
ge574172,Jakarta (Indonésie)
ge574173,Bolesławiec (Polsko)
xx0117152,"Broad Peak (Karákoram, Čína a Pákistán : hora)"
ge574504,Bardo (Polsko)
xx0117196,Des Moines (Iowa)
ge574546,Koraj (Bosna a Hercegovina)
ge574617,Rožaje (Černá Hora)
xx0117205,Cleethorpes (Anglie)
xx0117210,Camargue (Francie)
xx0117216,Costa de la Luz (Španělsko)
xx0117218,Cuxhaven (Německo)
xx0117220,Čadca (Slovensko : oblast)
xx0117227,Čatkal (Kyrgyzstán : pohoří)
xx0117245,Eggenburg (Rakousko)
ge574829,"Lichtenberg (Bavorsko, Německo)"
ge574830,Katrineholm (Švédsko)
ge574885,"Vřesník (Jičín, Česko : oblast)"
ge574886,"Jetřichovice (Děčín, Česko : oblast)"
ge574887,Chřibská (Česko : oblast)
ge574888,Mikulášovice (Česko : oblast)
ge574889,Staré Křečany (Česko : oblast)
ge574890,Dolní Poustevna (Česko : oblast)
ge575146,"Pouchobrady (Sobětuchy, Chrudim, Česko)"
ge575220,"Homolka (Jičín, Česko : přírodní památka)"
ge575221,"Bohuliby (Petrov, Praha-západ, Česko)"
xx0117370,"Lhota (Čistá, Rakovník, Česko)"
xx0117430,"Dymkovo (Kirovská oblast, Rusko)"
xx0117432,Dunajská Streda (Slovensko : oblast)
xx0117433,Dargov (Slovensko)
xx0117435,"Dębowiec (Cieszyn, Polsko)"
xx0117436,Děčín-Praha-Česká Třebová (Česko : železniční trať)
xx0117441,"Dhaulagiri (Himálaj, Nepál : hora)"
xx0117442,Dornbirn (Rakousko)
xx0117472,Zgorzelec (Polsko : oblast)
xx0117477,Drama (Řecko)
xx0117488,Dugi Otok (Chorvatsko : ostrov)
ge575777,"Petrov (Praha-západ, Česko)"
xx0117565,Častolovice-Solnice (Česko : železniční trať)
ge576121,Dún Laoghaire-Rathdown (Irsko : okres)
xx0117634,Brodec (Česko)
xx0117635,Břvany (Česko)
xx0117636,"Buškovice (Podbořany, Česko)"
xx0117637,"Dolní Týnec (Třebušín, Česko)"
xx0117638,"Domaslavice (Háj u Duchcova, Česko)"
xx0117639,Háj u Duchcova (Česko)
ge576480,Poltava (Ukrajina : oblast)
ge576482,Jemeck (Rusko)
ge576853,"Mrsklesy (Olomouc, Česko)"
xx0117801,Indus (řeka)
xx0117808,starověká Indie
xx0117813,Galanta (Slovensko : oblast)
xx0117853,Hruštín (Slovensko)
ge577136,Krajova (Rumunsko)
xx0117868,"Šanov (Teplice, Česko)"
ge577221,"Suchá (Nejdek, Karlovy Vary, Česko)"
ge577222,Severní Amerika (severozápadní oblast)
ge577246,Preševo (Srbsko)
ge577248,Zvenigorod (Rusko)
ge577267,Mazyr (Bělorusko : oblast)
ge577269,Medun (Černá Hora)
ge577273,Miechów (Polsko)
xx0117898,Fano (Itálie)
ge577277,Miechów (Polsko : oblast)
ge577278,Opoczno (Polsko)
ge577279,Opoczno (Polsko : oblast)
ge577283,Mir (Bělorusko)
ge577286,Mičurinsk (Rusko)
xx0117908,Přírodní rezervace Farské bažiny (Česko)
ge577300,Modruš (Chorvatsko)
ge577301,Momčilgrad (Bulharsko)
ge577303,Možajsk (Rusko)
ge577304,Možajsk (Rusko : oblast)
ge577308,Mscislaŭ (Bělorusko)
ge577309,Mscislaŭ (Bělorusko : oblast)
xx0117915,Fort Worth (Texas)
xx0117936,Fourni (Řecko : soustroví)
xx0117939,Frauenstein (Německo)
ge577473,Bardo (Polsko : oblast)
ge577474,Malé Labe (Česko : řeka)
ge577475,"Skramníky (Klučov, Kolín, Česko)"
xx0117975,Horní Cerekev (Česko : oblast)
xx0117977,"Horní Nová Ves (Lázně Bělohrad, Česko)"
xx0117978,Horní Police (Česko : oblast)
ge577592,Lipusz (Polsko)
ge577595,Lopud (Chorvatsko : ostrov)
xx0117985,"Klášterní Hradisko (Olomouc, Česko)"
ge577686,Lovran (Chorvatsko)
xx0118009,Hrdlovka (Česko : zaniklá obec)
ge577689,Lubiąż (Polsko)
ge577692,Mar‘jino (Rusko)
ge577693,Markowa (Polsko)
ge577696,"Petrovskoje (Pskov, Rusko)"
ge577700,Mijery (Bělorusko : oblast)
ge577704,"Millionnaja ulica (Petrohrad, Rusko)"
ge577708,San Juan Mixtepec (Mexiko)
ge577710,San Juan Gbëë (Mexiko)
xx0118013,Hurghada (Egypt)
ge577725,Męcina Wielka (Polsko)
ge577728,Trigorskoje (Rusko)
ge577818,Kupiatycze (Polsko)
ge577932,Lodi (Itálie)
ge577960,Bojnice (Slovensko : oblast)
ge577964,Sulejów (Polsko)
ge578025,"Francouzská ulice (Plzeň, Česko)"
ge578026,"Doudlevecká ulice (Plzeň, Česko)"
ge578027,"Hynaisova ulice (Plzeň, Česko)"
ge578028,"Nepomucká ulice (Plzeň, Česko)"
ge578029,"Jablonského ulice (Plzeň, Česko)"
ge578030,"Hankova ulice (Plzeň, Česko)"
ge578045,"Puškinova ulice (Klatovy, Česko)"
ge578046,Kargyak (Indie)
ge578047,Leverkusen (Německo)
ge578049,"Doubrava (Nýřany, Česko)"
ge578051,"Ratiboř (Žlutice, Česko)"
ge578064,Pňovany (Česko : oblast)
ge578068,Dolany (Česko : zaniklá obec)
ge578157,Entebbe (Uganda)
ge578191,Pravonín (Česko)
xx0118100,"Království (Šluknov, Česko)"
ge578310,Strečno (Slovensko : oblast)
ge578311,Istebna (Polsko)
ge578313,"Sídliště U Pošty (Klatovy, Česko)"
xx0118105,Stanwood (Washington)
ge578315,"Kvasetice (Plánice, Česko)"
ge578348,"Živohošť (Chotilsko, Česko)"
ge578350,"Živohošť (Chotilsko, Česko : oblast)"
ge578351,Naučná stezka prof. PhDr. Františka Drtiny (Česko)
ge578353,Naučná stezka Zlaté Psí hory (Česko)
ge578357,Vymyšlenská pěšina (Česko : naučná stezka)
ge578362,Cep (Česko)
ge578444,"Újezd (Domažlice, Česko : oblast)"
ge578456,"Hrádek (Domažlická pahorkatina, Česko : vrch)"
ge578563,"Pankrácká pláň (Pankrác, Praha, Česko)"
ge578603,"Komenského ulice (Klatovy, Česko)"
ge578637,Tomsk (Rusko : oblast)
ge578638,Narym (Rusko)
ge578659,Švýcarský národní park (Švýcarsko)
xx0118235,"Loucká (Mšené-lázně, Česko)"
ge578717,Navahrudak (Bělorusko)
ge578719,Horní Olešnice (Česko : oblast)
ge578726,Njasviž (Bělorusko : oblast)
ge578727,Novaja Ladoga (Rusko)
xx0118265,"Ždírnice (Horní Olešnice, Česko)"
ge578876,Otaslavice (Česko : oblast)
ge578903,Nur-Sultan (Kazachstán)
ge578932,Ninghai (Čína : okres)
ge578961,Interlaken (Švýcarsko)
ge579108,Ohrid (Makedonie : oblast)
ge579109,Struga (Makedonie)
ge579110,Struga (Makedonie : oblast)
ge579117,Strzelin (Polsko)
ge579171,"Železný Hamr (Třemošná, Česko)"
xx0118458,"Hamr (Litvínov, Česko)"
xx0118459,"Heřmanov (Děčín, Česko)"
xx0118461,"Hlubany (Podbořany, Česko)"
xx0118462,Horní Habartice (Česko)
xx0118463,"Horní Prysk (Prysk, Česko)"
xx0118464,"Hostovice (Ústí nad Labem, Česko)"
xx0118465,"Hradiště (Klášterec nad Ohří, Česko)"
xx0118467,Hrobce (Česko)
xx0118468,Chožov (Česko)
xx0118472,"Chotějovice (Světec, Teplice, Česko)"
xx0118481,Janská (Česko)
xx0118486,"Kámen (Děčín, Česko)"
xx0118504,"Kamýk (Litoměřice, Česko)"
xx0118506,"Kaštice (Podbořany, Česko)"
xx0118507,"Koporeč (Lišnice, Most, Česko)"
xx0118509,"Kozly (Louny, Česko)"
xx0118511,"Krásný Studenec (Děčín, Česko)"
xx0118513,"Křižanov (Hrob, Česko)"
xx0118516,"Květnov (Blatno, Chomutov, Česko)"
ge579407,Valdés (Argentina : poloostrov)
xx0118519,"Kostelec nad Ohří (Budyně nad Ohří, Česko)"
xx0118522,"Kamenická Stráň (Růžová, Česko)"
xx0118525,"Kadaňská Jeseň (Kadaň, Česko)"
ge579427,"Sušak (Rijeka, Chorvatsko)"
ge579430,Svetlagorsk (Bělorusko)
ge579431,Svetlagorsk (Bělorusko : oblast)
ge579449,Sycyna Północna (Polsko)
ge579454,Súľov-Hradná (Slovensko)
ge579499,Tajmyrský poloostrov (Rusko)
ge579537,"Novomichajlovka (Novosibirsk, Rusko)"
ge579539,Ojców (Polsko)
ge579653,Rynholec (Česko)
ge579661,Gateshead (Anglie)
ge579762,Deštné v Orlických horách (Česko : oblast)
ge579764,Protivanov (Česko : oblast)
ge579856,"Hnanice (Znojmo, Česko : oblast)"
ge579860,Hazlov (Česko : oblast)
ge579862,"Travná (Javorník, Jeseník, Česko : oblast)"
ge579864,"Bílý Potok (Javorník, Jeseník, Česko : oblast)"
ge579870,Martínkovice (Česko : oblast)
ge579876,Orel (Rusko)
ge579880,Orlja (Bělorusko)
ge579902,Palo Blanco (Chile)
ge579903,Palo Blanco (Chile : oblast)
ge579908,Orša (Bělorusko : oblast)
ge579909,Ostrogožsk (Rusko)
ge579910,La Silla (Chile)
ge579911,Pastavy (Bělorusko)
ge579913,Pastavy (Bělorusko : oblast)
ge579920,Pelagonija (Makedonie)
ge579921,Penza (Rusko)
ge579922,Penza (Rusko : oblast)
ge579923,West Riding of Yorkshire (Anglie)
ge579924,Perast (Černá Hora)
ge579936,Perejaslav-Chmelnyckyj (Ukrajina)
ge579937,Trebižat (Bosna a Hercegovina)
ge579938,Pìdhajcì (Ukrajina : oblast)
ge579939,Pinsk (Bělorusko)
ge579940,Pinsk (Bělorusko : oblast)
xx0118673,"Kozí vrch (České středohoří, Česko)"
xx0118674,Přírodní rezervace Kozí vrch (Česko)
ge579948,Piran (Slovinsko)
ge579950,Podhom (Slovinsko)
xx0118678,Národní přírodní památka Bílé stráně (Česko)
ge579982,Polack (Bělorusko : oblast)
ge580097,Puck (Polsko)
ge580099,Puck (Polsko : oblast)
ge580100,Pustozersk (Rusko)
ge580110,Radovljica (Slovinsko)
ge580111,Radzionków (Polsko)
ge580116,Rasony (Bělorusko)
ge580117,Rasony (Bělorusko : oblast)
ge580128,"Rečica (Brest, Bělorusko)"
ge580136,Rešov (Slovensko)
ge580150,Tutajev (Rusko)
ge580197,Rostov (Rusko)
ge580198,Ruma (Srbsko)
xx0118761,Obrnice (Česko)
xx0118762,"Chanov (Obrnice, Česko)"
xx0118833,Iljičevsk (Ukrajina)
xx0118836,Imerina (Madagaskar : provincie)
xx0118837,Křimov (Česko : oblast)
xx0118838,Indianapolis (Indiana)
ge580423,Torcello (Itálie)
xx0118855,Lužické šipáky (Česko : přírodní památka)
xx0118873,Lkáň (Česko)
ge580532,Trubčevsk (Rusko)
ge580535,Tršić (Srbsko)
ge580538,Ubľa (Slovensko)
ge580539,Ufa (Rusko : oblast)
ge580541,Ukrajina jižní
ge580542,Ukrajina severozápadní
ge580611,Rybinsk (Rusko)
ge580613,Ryboły (Polsko)
ge580623,Sborjanovo (Bulharsko)
ge580624,Sejny (Polsko)
ge580631,Severodvinsk (Rusko)
ge580656,Dobrovice (Česko : oblast)
xx0118923,Jawor (Polsko)
xx0118927,Jeleśnia (Polsko)
xx0118933,Přírodní památka Jílovské tisy (Česko)
ge580789,"Lužice (Most, Česko : oblast)"
ge580952,"Jílové (Děčín, Česko : oblast)"
ge581021,Pravonín (Česko : oblast)
ge581024,"Martinská ulice (Plzeň, Česko)"
ge581027,"Bezemín (Cebiv, Česko)"
ge581079,"Janoušov (Cotkytle, Česko)"
ge581290,Capiz (Filipíny)
xx0119100,"Obřice (Podsedice, Česko)"
xx0119101,"Děkovka (Podsedice, Česko)"
ge581521,Val Canale (Itálie : údolí)
ge581532,Valaam (Rusko : ostrov)
xx0119138,Velké Březno (Česko : oblast)
xx0119140,Přírodní památka Magnetovec - Skalní hřib (Česko)
ge581539,Valjevo (Srbsko)
xx0119141,"Kozly (Louny, Česko : oblast)"
